Weight (kg),Age,Height (cm),Size
58,27,162.56,L
56,27,165.1,L
61,27,175.26,L
55,27,172.72,L
58,27,157.48,L
67,27,172.72,L
68,27,170.18,L
63,27,165.1,L
56,27,160.02,L
61,27,170.18,L
63,27,162.56,L
63,27,167.64,L
65,27,167.64,L
55,27,162.56,L
68,27,175.26,L
65,27,167.64,L
63,27,165.1,L
65,27,172.72,L
61,27,167.64,L
63,27,162.56,L
62,27,162.56,L
65,27,175.26,L
63,27,175.26,L
68,27,172.72,L
70,27,170.18,L
63,27,175.26,L
61,27,167.64,L
56,27,167.64,L
63,27,162.56,L
65,27,162.56,L
63,27,167.64,L
68,27,162.56,L
65,27,175.26,L
65,27,162.56,L
65,27,177.8,L
74,27,175.26,L
61,27,160.02,L
65,27,175.26,L
68,27,162.56,L
63,27,170.18,L
61,27,162.56,L
68,27,175.26,L
65,27,172.72,L
62,27,162.56,L
61,27,177.8,L
72,27,175.26,L
68,27,167.64,L
68,27,170.18,L
56,27,167.64,L
65,27,157.48,L
61,27,157.48,L
61,27,162.56,L
63,27,165.1,L
64,27,165.1,L
63,27,160.02,L
63,27,167.64,L
56,27,154.94,L
61,27,162.56,L
58,27,175.26,L
49,27,160.02,L
108,27,177.8,L
58,27,162.56,L
61,27,167.64,L
68,27,165.1,L
65,27,170.18,L
63,27,160.02,L
63,27,175.26,L
61,27,170.18,L
61,27,167.64,L
57,27,160.02,L
70,27,160.02,L
61,27,165.1,L
72,27,177.8,L
63,27,162.56,L
63,27,170.18,L
61,27,177.8,L
67,27,167.64,L
63,27,167.64,L
61,27,177.8,L
63,27,170.18,L
63,27,167.64,L
72,27,162.56,L
65,27,177.8,L
56,27,152.4,L
61,27,177.8,L
72,27,177.8,L
63,27,165.1,L
63,27,162.56,L
65,27,177.8,L
63,27,165.1,L
65,27,165.1,L
63,27,152.4,L
61,27,162.56,L
58,27,157.48,L
72,27,177.8,L
68,27,165.1,L
68,27,177.8,L
61,27,167.64,L
63,27,160.02,L
61,27,160.02,L
65,27,170.18,L
66,27,172.72,L
61,27,165.1,L
58,27,162.56,L
65,27,167.64,L
63,27,167.64,L
63,27,167.64,L
70,27,170.18,L
63,27,170.18,L
64,27,172.72,L
61,27,157.48,L
61,27,162.56,L
63,27,162.56,L
61,27,175.26,L
61,27,165.1,L
68,27,177.8,L
63,27,167.64,L
65,27,180.34,L
63,27,170.18,L
61,27,167.64,L
63,27,167.64,L
68,27,167.64,L
63,27,175.26,L
68,27,167.64,L
62,27,172.72,L
65,27,177.8,L
58,27,157.48,L
63,27,157.48,L
65,27,172.72,L
58,27,167.64,L
68,27,160.02,L
63,27,165.1,L
58,27,160.02,L
70,27,165.1,L
61,27,170.18,L
63,27,167.64,L
52,27,154.94,L
63,27,167.64,L
61,27,177.8,L
62,27,157.48,L
53,27,157.48,L
61,27,165.1,L
54,27,157.48,L
68,27,165.1,L
63,27,160.02,L
65,27,175.26,L
63,27,175.26,L
79,27,177.8,L
61,27,162.56,L
64,27,167.64,L
60,27,167.64,L
61,27,167.64,L
74,27,162.56,L
65,27,160.02,L
63,27,170.18,L
61,27,165.1,L
61,27,154.94,L
68,27,177.8,L
58,27,170.18,L
68,27,177.8,L
63,27,162.56,L
70,27,177.8,L
54,27,160.02,L
63,27,167.64,L
68,27,177.8,L
58,27,175.26,L
65,27,182.88,L
61,27,172.72,L
61,27,167.64,L
58,27,167.64,L
58,27,162.56,L
61,27,165.1,L
65,27,162.56,L
62,27,162.56,L
61,27,160.02,L
65,27,170.18,L
65,27,165.1,L
70,27,172.72,L
68,27,167.64,L
63,27,172.72,L
